,state,type,m²,posted_by,city,price_eur
1147,used,2 bedroom,62.0,agency,Sarajevo - Novi Grad,127296.0
1148,used,3 bedroom,72.0,agency,Sarajevo - Centar,174420.0
1149,used,2 bedroom,37.0,agency,Sarajevo - Centar,105131.0
1150,used,4 bedroom,80.0,agency,Sarajevo - Novi Grad,188700.0
1151,used,3 bedroom,121.0,agency,Sarajevo - Novi Grad,240470.0
1152,used,3 bedroom,73.0,agency,Sarajevo - Novo Sarajevo,144840.0
1153,used,3 bedroom,69.0,agency,Sarajevo - Centar,177837.0
1154,used,4 bedroom,75.0,agency,Sarajevo - Centar,179846.0
1155,used,1 bedroom,38.0,agency,Sarajevo - Centar,103038.0
1156,used,3 bedroom,61.0,agency,Sarajevo - Centar,155958.0
1157,used,4 bedroom,84.0,agency,Sarajevo - Novi Grad,177997.0
1158,used,3 bedroom,106.0,agency,Sarajevo - Novi Grad,241928.0
1159,used,2 bedroom,61.0,agency,Sarajevo - Centar,155958.0
1160,used,3 bedroom,63.0,agency,Sarajevo - Centar,197129.0
1161,used,3 bedroom,65.0,agency,Sarajevo - Centar,174475.0
1162,used,3 bedroom,65.79,agency,Sarajevo - Centar,174475.0
1163,used,2 bedroom,64.0,individual,Banja Luka,153000.0
1164,used,3 bedroom,47.0,agency,Sarajevo - Centar,132600.0
1165,used,3 bedroom,60.0,agency,Brčko,61200.0
1166,used,4 bedroom,49.5,agency,Istočna Ilidža,58650.0
1167,used,2 bedroom,45.8,individual,Ilidža,85680.0
1168,used,3 bedroom,79.0,agency,Banja Luka,168045.0
1169,used,1 bedroom,63.0,individual,Istočno Sarajevo,93330.0
1170,used,3 bedroom,79.0,agency,Sarajevo - Centar,234600.0
1171,used,4 bedroom,130.0,agency,Sarajevo - Centar,201450.0
1172,used,3 bedroom,90.4,agency,Zenica,153000.0
1173,used,1 bedroom,54.0,individual,Tešanj,67320.0
1174,used,3 bedroom,60.0,agency,Sarajevo - Stari Grad,178500.0
1175,used,1 bedroom,49.0,agency,Mostar,131580.0
1176,used,2 bedroom,62.0,agency,Mostar,85170.0
1177,used,4 bedroom,142.0,agency,Mostar,214200.0
1178,used,2 bedroom,63.0,agency,Sarajevo - Novo Sarajevo,170085.0
1179,used,1 bedroom,46.0,individual,Srebrenik,68850.0
1180,not listed,3 bedroom,77.0,agency,Teslić,142800.0
1181,not listed,3 bedroom,79.0,agency,Banja Luka,125970.0
1182,used,2 bedroom,72.0,individual,Mostar,168300.0
1183,used,3 bedroom,69.14,agency,Sarajevo - Centar,225672.0
1184,used,1.5 bedroom,44.0,agency,Sarajevo - Novo Sarajevo,94350.0
1185,used,2 bedroom,45.0,agency,Banja Luka,65581.0
1186,used,2 bedroom,43.0,agency,Banja Luka,63895.0
1187,used,2 bedroom,40.0,agency,Banja Luka,59070.0
1188,used,3 bedroom,55.0,agency,Banja Luka,80233.0
1189,used,2 bedroom,52.0,agency,Laktaši,76613.0
1190,used,3 bedroom,63.0,agency,Banja Luka,91730.0
1191,not listed,3 bedroom,57.0,agency,Banja Luka,119085.0
1192,not listed,2 bedroom,38.0,agency,Banja Luka,58140.0
1193,not listed,1 bedroom,40.0,agency,Banja Luka,60843.0
1194,not listed,1 bedroom,41.0,agency,Banja Luka,105060.0
1195,not listed,1 bedroom,40.0,agency,Banja Luka,103147.0
1196,used,2 bedroom,55.0,individual,Doboj,66300.0
1197,used,1 bedroom,39.0,agency,Brčko,56100.0
1198,used,2 bedroom,79.0,agency,Brčko,80580.0
1199,used,2 bedroom,60.0,agency,Brčko,61200.0
1200,used,3 bedroom,84.0,agency,Brčko,163200.0
1201,used,3 bedroom,67.0,agency,Brčko,83640.0
1202,used,1 bedroom,34.0,agency,Brčko,27744.0
1203,used,1 bedroom,48.0,agency,Brčko,53550.0
1204,used,3 bedroom,72.0,agency,Brčko,66300.0
1205,used,2 bedroom,56.0,agency,Brčko,68850.0
1206,used,1 bedroom,44.0,agency,Brčko,58650.0
1207,used,1.5 bedroom,56.0,agency,Brčko,75225.0
1208,used,1.5 bedroom,57.0,agency,Brčko,71400.0
1209,not listed,2 bedroom,55.0,individual,Istočno Sarajevo,73950.0
1210,not listed,2 bedroom,50.0,individual,Bijeljina,79254.0
1211,new,4 bedroom,76.0,agency,Banja Luka,133431.0
1212,not listed,3 bedroom,61.0,agency,Banja Luka,109616.0
1213,new,1 bedroom,37.0,agency,Banja Luka,107865.0
1214,not listed,2 bedroom,59.0,individual,Ilidža,109650.0
1215,used,3 bedroom,84.07,agency,Sarajevo - Centar,167790.0
1216,used,2 bedroom,65.0,agency,Prijedor,81600.0
1217,used,3 bedroom,83.6,agency,Sarajevo - Novi Grad,171360.0
1218,used,5+ bedroom,105.0,agency,Sarajevo - Novi Grad,177480.0
1219,used,studio,37.0,agency,Sarajevo - Novi Grad,81090.0
1220,used,4 bedroom,91.0,agency,Sarajevo - Novi Grad,189720.0
1221,used,5+ bedroom,97.0,agency,Sarajevo - Novi Grad,185640.0
1222,used,4 bedroom,87.0,agency,Sarajevo - Novi Grad,181560.0
1223,used,4 bedroom,91.0,agency,Sarajevo - Novi Grad,184110.0
1224,used,4 bedroom,80.0,agency,Sarajevo - Centar,157590.0
1225,used,3 bedroom,105.0,agency,Sarajevo - Novi Grad,172380.0
1226,used,3 bedroom,86.0,agency,Sarajevo - Centar,170850.0
1227,used,1.5 bedroom,37.0,agency,Sarajevo - Centar,85170.0
1228,used,3 bedroom,77.63,agency,Sarajevo - Centar,148410.0
1229,used,4 bedroom,87.0,agency,Sarajevo - Novi Grad,181560.0
1230,used,3 bedroom,83.6,agency,Sarajevo - Centar,171360.0
1231,used,3 bedroom,83.6,agency,Sarajevo - Centar,175950.0
1232,used,3 bedroom,88.24,agency,Sarajevo - Centar,175950.0
1233,used,3 bedroom,88.24,agency,Sarajevo - Centar,175950.0
1234,used,3 bedroom,73.0,agency,Sarajevo - Centar,135660.0
1235,used,2 bedroom,45.0,agency,Sarajevo - Centar,103530.0
1236,used,2 bedroom,45.0,agency,Sarajevo - Centar,103530.0
1237,used,2 bedroom,62.0,agency,Sarajevo - Centar,126990.0
1238,used,1 bedroom,37.0,agency,Sarajevo - Centar,83130.0
1239,used,2 bedroom,77.0,agency,Sarajevo - Centar,150960.0
1240,used,3 bedroom,87.0,agency,Sarajevo - Centar,170850.0
1241,new,4 bedroom,132.0,agency,Sarajevo - Centar,466420.0
1242,new,2 bedroom,46.0,agency,Sarajevo - Centar,163826.0
1243,new,4 bedroom,124.0,agency,Sarajevo - Centar,444322.0
1244,used,studio,39.0,agency,Sarajevo - Centar,81090.0
1245,new,3 bedroom,85.0,agency,Sarajevo - Centar,300290.0
1246,used,2 bedroom,57.0,agency,Sarajevo - Novi Grad,112200.0
1247,used,3 bedroom,73.0,agency,Ilidža,168300.0
1248,used,5+ bedroom,173.0,agency,Sarajevo - Stari Grad,433500.0
1249,used,4 bedroom,97.0,agency,Sarajevo - Centar,346800.0
1250,used,studio,33.0,agency,Sarajevo - Centar,75990.0
1251,used,2 bedroom,46.0,agency,Ilidža,121890.0
1252,used,2 bedroom,60.0,agency,Sarajevo - Centar,188700.0
1253,used,3 bedroom,75.0,agency,Neum,290700.0
1254,used,3 bedroom,67.0,agency,Vogošća,132090.0
1255,used,3 bedroom,110.0,agency,Sarajevo - Novo Sarajevo,226950.0
1256,used,3 bedroom,63.0,agency,Sarajevo - Centar,198900.0
1257,used,3 bedroom,51.0,agency,Sarajevo - Novi Grad,152490.0
1258,used,4 bedroom,138.0,agency,Sarajevo - Centar,265200.0
1259,used,2 bedroom,44.5,agency,Istočna Ilidža,63546.0
1260,used,4 bedroom,138.87,agency,Istočno Sarajevo,167076.0
1261,used,3 bedroom,73.0,agency,Sarajevo - Novo Sarajevo,135150.0
1262,used,1 bedroom,37.0,agency,Sarajevo - Centar,107907.0
1263,used,2 bedroom,70.0,agency,Pale,53550.0
1264,used,2 bedroom,58.0,agency,Pale,33150.0
1265,used,4 bedroom,80.0,agency,Sarajevo - Stari Grad,234090.0
1266,used,2 bedroom,59.0,agency,Sarajevo - Centar,152490.0
1267,used,3 bedroom,85.0,agency,Sarajevo - Centar,157590.0
1268,used,3 bedroom,97.0,agency,Sarajevo - Centar,226950.0
1269,used,3 bedroom,69.0,agency,Sarajevo - Novi Grad,166855.0
1270,used,1 bedroom,33.0,agency,Sarajevo - Novi Grad,60690.0
1271,used,3 bedroom,96.67,agency,Sarajevo - Centar,391680.0
1272,used,3 bedroom,65.0,agency,Sarajevo - Centar,193290.0
1273,used,4 bedroom,100.0,agency,Ilidža,280892.0
1274,used,3 bedroom,54.0,agency,Ilidža,153770.0
1275,used,studio,27.15,agency,Sarajevo - Centar,64387.0
1276,used,2 bedroom,46.8,agency,Sarajevo - Stari Grad,115056.0
1277,used,2 bedroom,42.0,individual,Lukavac,22950.0
1278,used,2 bedroom,37.0,agency,Sarajevo - Novi Grad,101490.0
1279,used,3 bedroom,89.0,agency,Istočno Sarajevo,112875.0
1280,used,2 bedroom,54.0,agency,Jablanica,81600.0
1281,new,2 bedroom,40.0,agency,Banja Luka,74504.0
1282,used,3 bedroom,68.0,agency,Zenica,117300.0
1283,used,1 bedroom,42.0,individual,Brčko,29070.0
1284,used,4 bedroom,83.0,agency,Sarajevo - Centar,228990.0
1285,used,3 bedroom,85.0,agency,Banja Luka,216750.0
1286,used,2 bedroom,76.0,agency,Gradiška,73644.0
1287,used,3 bedroom,84.0,agency,Banja Luka,139230.0
1288,not listed,2 bedroom,62.0,agency,Banja Luka,110391.0
1289,not listed,1.5 bedroom,50.0,agency,Gradiška,75990.0
1290,used,3 bedroom,60.0,individual,Sarajevo - Novi Grad,151470.0
1291,not listed,1 bedroom,38.02,agency,Banja Luka,58170.0
1292,not listed,3 bedroom,66.0,agency,Sarajevo - Novo Sarajevo,212670.0
1293,used,3 bedroom,72.0,agency,Tuzla,124848.0
1294,used,2 bedroom,86.0,agency,Tuzla,99960.0
1295,not listed,3 bedroom,73.0,agency,Istočno Sarajevo,89250.0
1296,new,2 bedroom,43.0,individual,Gračanica,50439.0
1297,used,3 bedroom,59.83,agency,Istočno Sarajevo,85437.0
1298,not listed,2 bedroom,52.0,individual,Ilidža,102000.0
1299,not listed,3 bedroom,75.0,agency,Sarajevo - Centar,178449.0
1300,not listed,3 bedroom,88.0,individual,Banja Luka,168300.0
1301,used,2 bedroom,39.0,agency,Banja Luka,94350.0
1302,not listed,2 bedroom,68.0,individual,Vogošća,109650.0
1303,not listed,2 bedroom,58.9,individual,Sarajevo - Centar,175950.0
1304,used,2 bedroom,55.0,agency,Brčko,74332.0
1305,used,2 bedroom,60.0,agency,Brčko,88230.0
1306,used,2 bedroom,55.0,individual,Brod,35700.0
1307,not listed,4 bedroom,74.0,agency,Sarajevo - Centar,230520.0
1308,not listed,3 bedroom,85.0,agency,Sarajevo - Novi Grad,130050.0
1309,used,4 bedroom,101.0,agency,Sarajevo - Novi Grad,397800.0
1310,not listed,1 bedroom,45.0,agency,Banja Luka,75990.0
1311,used,2 bedroom,56.0,agency,Sarajevo - Novi Grad,127500.0
1312,used,4 bedroom,78.0,agency,Banja Luka,137700.0
1313,used,3 bedroom,78.0,agency,Sarajevo - Novi Grad,197880.0
1314,used,3 bedroom,70.0,agency,Sarajevo - Novi Grad,107100.0
1315,not listed,3 bedroom,67.5,agency,Banja Luka,130815.0
1316,used,3 bedroom,68.0,agency,Bihać,112200.0
1317,used,1 bedroom,45.0,agency,Brčko,62220.0
1318,used,1 bedroom,41.0,agency,Brčko,60996.0
1319,used,3 bedroom,67.0,agency,Brčko,83640.0
1320,used,1.5 bedroom,47.0,agency,Brčko,79560.0
1321,used,1 bedroom,42.0,agency,Brčko,63750.0
1322,used,3 bedroom,84.0,agency,Brčko,96390.0
1323,not listed,2 bedroom,44.0,agency,Istočno Sarajevo,61710.0
1324,used,4 bedroom,88.0,agency,Sarajevo - Novo Sarajevo,277950.0
1325,not listed,3 bedroom,61.0,agency,Banja Luka,109616.0
1326,not listed,3 bedroom,56.0,agency,Banja Luka,121258.0
1327,not listed,3 bedroom,55.0,agency,Banja Luka,117767.0
1328,not listed,1 bedroom,35.0,agency,Banja Luka,62730.0
1329,not listed,2 bedroom,45.0,agency,Banja Luka,71192.0
1330,not listed,2 bedroom,57.0,agency,Banja Luka,95829.0
1331,not listed,3 bedroom,60.0,agency,Banja Luka,131274.0
1332,not listed,3 bedroom,59.0,agency,Banja Luka,128662.0
1333,not listed,3 bedroom,56.0,agency,Banja Luka,89250.0
1334,not listed,4 bedroom,82.0,agency,Banja Luka,149780.0
1335,not listed,4 bedroom,94.0,agency,Banja Luka,133110.0
1336,not listed,3 bedroom,74.0,agency,Banja Luka,127500.0
1337,not listed,3 bedroom,64.0,agency,Banja Luka,130050.0
1338,used,2 bedroom,32.55,agency,Banja Luka,69722.0
1339,used,2 bedroom,43.11,agency,Banja Luka,70355.0
1340,used,4 bedroom,76.96,agency,Banja Luka,133448.0
1341,used,3 bedroom,56.38,agency,Banja Luka,89136.0
1342,new,3 bedroom,59.0,agency,Banja Luka,105368.0
1343,not listed,1.5 bedroom,39.0,individual,Istočno Sarajevo,68850.0
1344,not listed,1 bedroom,37.0,agency,Banja Luka,75684.0
1345,not listed,2 bedroom,65.0,agency,Gradiška,96390.0
1346,not listed,3 bedroom,114.0,agency,Gradiška,126990.0
1347,not listed,2 bedroom,62.0,agency,Gradiška,51000.0
1348,not listed,1 bedroom,43.0,agency,Banja Luka,67983.0
1349,not listed,1 bedroom,49.0,agency,Banja Luka,80278.0
1350,not listed,1 bedroom,45.0,agency,Banja Luka,81090.0
1351,not listed,2 bedroom,52.0,agency,Banja Luka,106896.0
1352,not listed,1 bedroom,52.0,agency,Banja Luka,123376.0
1353,not listed,1 bedroom,45.0,agency,Banja Luka,71145.0
1354,used,2 bedroom,70.0,agency,Laktaši,66300.0
1355,used,3 bedroom,66.0,individual,Ilidža,188700.0
1356,not listed,2 bedroom,86.0,individual,Travnik,94350.0
1357,used,3 bedroom,62.0,agency,Istočno Sarajevo,111180.0
1358,used,4 bedroom,95.0,agency,Sarajevo - Novo Sarajevo,122400.0
1359,used,3 bedroom,66.0,agency,Sarajevo - Centar,209100.0
1360,used,3 bedroom,65.0,agency,Sarajevo - Novi Grad,130050.0
1361,used,3 bedroom,75.0,agency,Zenica,126480.0
1362,new,4 bedroom,130.0,agency,Banja Luka,199894.0
1363,used,2 bedroom,72.0,agency,Banja Luka,109650.0
1364,not listed,1 bedroom,37.0,agency,Banja Luka,58497.0
1365,not listed,2 bedroom,51.2,agency,Banja Luka,80947.0
1366,used,2 bedroom,44.0,agency,Sarajevo - Centar,151412.0
1367,not listed,2 bedroom,61.41,agency,Banja Luka,109616.0
1368,used,4 bedroom,64.0,agency,Sarajevo - Novo Sarajevo,195840.0
1369,used,4 bedroom,134.0,agency,Istočno Sarajevo,158100.0
1370,used,2 bedroom,67.0,agency,Istočno Sarajevo,85170.0
1371,used,4 bedroom,42.0,individual,Cazin,44523.0
1372,new,2 bedroom,82.0,individual,Trebinje,163200.0
1373,not listed,2 bedroom,64.42,agency,Banja Luka,114989.0
1374,not listed,2 bedroom,58.0,agency,Banja Luka,103994.0
1375,not listed,2 bedroom,60.0,agency,Banja Luka,107367.0
1376,used,3 bedroom,55.0,agency,Sarajevo - Novi Grad,177990.0
1377,used,3 bedroom,66.0,agency,Sarajevo - Novo Sarajevo,166770.0
1378,used,2 bedroom,54.0,agency,Sarajevo - Novi Grad,113730.0
1379,used,3 bedroom,64.0,agency,Sarajevo - Novi Grad,161568.0
1380,used,4 bedroom,95.0,agency,Pale,112965.0
1381,used,3 bedroom,76.13,agency,Sarajevo - Centar,150450.0
1382,used,3 bedroom,77.0,agency,Sarajevo - Stari Grad,315690.0
1383,used,2 bedroom,52.0,individual,Mostar,68850.0
1384,used,2 bedroom,59.0,agency,Sarajevo - Novi Grad,121890.0
1385,used,2 bedroom,46.0,agency,Ilidža,87720.0
1386,used,2 bedroom,46.0,agency,Sarajevo - Novi Grad,106590.0
1387,used,2 bedroom,52.0,individual,Ilidža,112200.0
1388,used,2 bedroom,64.0,agency,Banja Luka,111690.0
1389,used,2 bedroom,35.0,agency,Banja Luka,68085.0
1390,not listed,2 bedroom,60.0,individual,Sarajevo - Novi Grad,123930.0
1391,used,2 bedroom,48.0,agency,Zenica,102000.0
1392,used,2 bedroom,72.0,individual,Srebrenik,127500.0
1393,used,3 bedroom,81.0,agency,Zenica,142800.0
1394,used,4 bedroom,95.0,agency,Sarajevo - Stari Grad,306000.0
1395,used,2 bedroom,60.0,individual,Sarajevo - Centar,119850.0
1396,not listed,2 bedroom,47.0,agency,Sarajevo - Novo Sarajevo,144840.0
1397,new,3 bedroom,114.0,agency,Banja Luka,180234.0
1398,not listed,2 bedroom,112.0,agency,Banja Luka,262242.0
1399,used,3 bedroom,80.0,agency,Sarajevo - Centar,252960.0
1400,used,3 bedroom,74.0,agency,Sarajevo - Centar,216648.0
1401,used,3 bedroom,128.0,agency,Sarajevo - Centar,518160.0
1402,not listed,3 bedroom,74.0,agency,Banja Luka,122400.0
1403,not listed,4 bedroom,68.0,agency,Banja Luka,143922.0
1404,used,3 bedroom,61.0,agency,Sarajevo - Centar,183090.0
1405,used,3 bedroom,76.0,agency,Sarajevo - Novi Grad,259590.0
1406,used,4 bedroom,85.0,agency,Sarajevo - Novi Grad,135150.0
1407,used,3 bedroom,140.0,agency,Sarajevo - Stari Grad,331500.0
1408,not listed,studio,30.0,individual,Travnik,53550.0
1409,used,1 bedroom,42.0,agency,Bijeljina,61200.0
1410,not listed,1 bedroom,35.0,individual,Banja Luka,94350.0
1411,used,1 bedroom,48.0,agency,Bijeljina,61200.0
1412,used,3 bedroom,73.0,agency,Sarajevo - Novo Sarajevo,135150.0
1413,used,2 bedroom,53.0,agency,Sarajevo - Novo Sarajevo,152490.0
1414,used,2 bedroom,47.65,agency,Lukavac,71689.0
1415,used,3 bedroom,111.86,agency,Tuzla,199670.0
1416,used,2 bedroom,54.0,agency,Pale,51000.0
1417,used,3 bedroom,79.64,agency,Pale,73950.0
1418,used,3 bedroom,64.0,agency,Sarajevo - Centar,142800.0
1419,used,3 bedroom,75.0,agency,Sarajevo - Centar,186150.0
1420,used,studio,33.0,agency,Istočno Sarajevo,47423.0
1421,used,4 bedroom,84.0,agency,Istočno Sarajevo,104550.0
1422,used,5+ bedroom,120.0,agency,Istočno Sarajevo,172788.0
1423,used,4 bedroom,86.0,agency,Sarajevo - Centar,213690.0
1424,used,2 bedroom,40.0,agency,Istočno Sarajevo,66300.0
1425,used,2 bedroom,41.0,agency,Trnovo,94350.0
1426,used,4 bedroom,120.0,agency,Vogošća,288150.0
1427,used,4 bedroom,96.0,agency,Sarajevo - Stari Grad,229500.0
1428,used,3 bedroom,65.0,agency,Sarajevo - Centar,204000.0
1429,used,5+ bedroom,164.0,agency,Vogošća,400350.0
1430,used,1.5 bedroom,36.0,agency,Istočno Sarajevo,61200.0
1431,used,4 bedroom,86.0,agency,Istočna Ilidža,127194.0
1432,used,5+ bedroom,250.0,agency,Sarajevo - Centar,612000.0
1433,used,1 bedroom,42.0,agency,Kreševo,28049.0
1434,used,4 bedroom,81.31,agency,Ilidža,277836.0
1435,used,3 bedroom,71.96,agency,Ilidža,242217.0
1436,used,2 bedroom,62.0,agency,Brčko,88536.0
1437,used,2 bedroom,64.0,agency,Brčko,81600.0
1438,used,1 bedroom,41.0,agency,Brčko,66912.0
1439,used,3 bedroom,58.0,agency,Brčko,65790.0
1440,used,2 bedroom,61.0,agency,Brčko,83997.0
1441,used,2 bedroom,51.0,agency,Zenica,65790.0
1442,used,3 bedroom,147.0,agency,Banja Luka,252450.0
1443,used,2 bedroom,58.0,agency,Banja Luka,129030.0
1444,used,5+ bedroom,170.0,agency,Sarajevo - Stari Grad,510000.0
1445,used,4 bedroom,119.0,agency,Sarajevo - Novo Sarajevo,408000.0
1446,used,2 bedroom,45.0,agency,Ilidža,107610.0
1447,used,4 bedroom,89.0,agency,Ilidža,214200.0
1448,used,4 bedroom,98.0,agency,Ilidža,234600.0
1449,used,2 bedroom,46.0,agency,Ilidža,119340.0
1450,used,2 bedroom,49.0,agency,Ilidža,117300.0
1451,used,2 bedroom,59.0,agency,Ilidža,112200.0
1452,not listed,1 bedroom,37.0,agency,Sarajevo - Novi Grad,93330.0
1453,used,2 bedroom,60.0,individual,Tuzla,122400.0
1454,not listed,3 bedroom,84.0,individual,Trebinje,162945.0
1455,not listed,3 bedroom,120.0,individual,Trebinje,168045.0
1456,not listed,1 bedroom,47.0,individual,Trebinje,86598.0
1457,used,1 bedroom,63.0,individual,Trebinje,134946.0
1458,used,2 bedroom,58.82,individual,Trebinje,104993.7
1459,used,3 bedroom,74.52,individual,Trebinje,131080.68
1460,used,2 bedroom,45.0,agency,Banja Luka,79050.0
1461,new,2 bedroom,62.0,individual,Sarajevo - Novo Sarajevo,135150.0
1462,used,5+ bedroom,150.0,agency,Sarajevo - Novi Grad,168300.0
1463,not listed,2 bedroom,64.0,individual,Gradačac,59160.0
1464,used,2 bedroom,48.0,individual,Zenica,86700.0
1465,used,2 bedroom,52.0,agency,Tuzla,163200.0
1466,not listed,2 bedroom,54.0,agency,Sarajevo - Novi Grad,130050.0
1467,used,4 bedroom,94.0,agency,Sarajevo - Centar,226950.0
1468,used,1 bedroom,40.0,individual,Kozarska Dubica,37740.0
1469,used,4 bedroom,120.0,agency,Sarajevo - Centar,336600.0
1470,used,1 bedroom,26.0,agency,Ilidža,60690.0
1471,used,2 bedroom,88.0,individual,Trebinje,81090.0
1472,used,3 bedroom,123.0,agency,Brčko,219555.0
1473,used,3 bedroom,99.0,agency,Brčko,102000.0
1474,used,3 bedroom,73.0,agency,Brčko,89352.0
1475,used,3 bedroom,77.0,individual,Banja Luka,208590.0
1476,used,3 bedroom,126.0,agency,Brčko,99450.0
1477,used,4 bedroom,107.0,agency,Brčko,76500.0
1478,used,2 bedroom,47.0,agency,Brčko,47940.0
1479,used,1 bedroom,46.0,agency,Brčko,61200.0
1480,used,1.5 bedroom,54.0,agency,Brčko,67065.0
1481,used,3 bedroom,67.0,agency,Brčko,79050.0
1482,used,studio,33.0,agency,Brčko,19890.0
1483,used,1.5 bedroom,45.0,agency,Brčko,62220.0
1484,used,2 bedroom,55.0,agency,Brčko,66300.0
1485,used,1 bedroom,40.0,agency,Brčko,51000.0
1486,used,1 bedroom,29.0,agency,Brčko,30600.0
1487,used,3 bedroom,48.0,agency,Brčko,73950.0
1488,used,2 bedroom,57.0,agency,Brčko,89250.0
1489,used,2 bedroom,73.0,agency,Brčko,184620.0
1490,used,3 bedroom,62.0,agency,Brčko,96900.0
1491,used,3 bedroom,58.0,agency,Brčko,67830.0
1492,used,3 bedroom,93.0,agency,Brčko,91800.0
1493,used,2 bedroom,61.0,agency,Brčko,67320.0
1494,used,studio,30.0,agency,Sarajevo - Centar,64770.0
1495,not listed,3 bedroom,79.0,agency,Bijeljina,90652.0
1496,not listed,2 bedroom,61.0,agency,Bijeljina,73108.0
1497,used,3 bedroom,65.0,agency,Sarajevo - Centar,203490.0
1498,used,2 bedroom,50.0,agency,Sarajevo - Novi Grad,152490.0
1499,used,3 bedroom,60.0,individual,Ilidža,127500.0
1500,used,2 bedroom,46.0,agency,Trnovo,94809.0
1501,used,2 bedroom,45.0,individual,Ilidža,101490.0
1502,not listed,3 bedroom,75.0,individual,Banja Luka,130050.0
1503,used,3 bedroom,87.0,agency,Prijedor,100980.0
1504,used,4 bedroom,87.0,agency,Tuzla,184791.0
1505,used,3 bedroom,68.71,agency,Sarajevo - Centar,224269.0
1506,not listed,2 bedroom,45.0,individual,Sarajevo - Centar,107100.0
1507,used,2 bedroom,53.0,agency,Zenica,81600.0
1508,not listed,2 bedroom,64.0,individual,Derventa,60690.0
1509,not listed,3 bedroom,87.5,individual,Tuzla,107100.0
1510,used,3 bedroom,106.0,agency,Sarajevo - Centar,249900.0
1511,used,studio,33.0,agency,Lukavac,42330.0
1512,used,3 bedroom,65.0,individual,Živinice,94350.0
1513,used,1 bedroom,40.43,individual,Tuzla,96390.0
1514,new,2 bedroom,39.0,individual,Istočna Ilidža,61200.0
1515,not listed,2 bedroom,36.0,individual,Vogošća,72420.0
1516,used,4 bedroom,78.0,individual,Sarajevo - Novi Grad,209100.0
1517,used,2 bedroom,38.0,agency,Pale,132600.0
1518,used,3 bedroom,96.0,agency,Ilidža,233070.0
1519,used,5+ bedroom,150.0,agency,Sarajevo - Centar,381480.0
1520,used,5+ bedroom,112.0,agency,Sarajevo - Novi Grad,199920.0
1521,new,5+ bedroom,144.0,agency,Sarajevo - Novo Sarajevo,348942.0
1522,used,3 bedroom,57.0,agency,Tuzla,188700.0
1523,not listed,3 bedroom,70.0,agency,Sarajevo - Centar,147900.0
1524,used,1.5 bedroom,40.0,individual,Zvornik,44880.0
1525,used,4 bedroom,150.0,agency,Sarajevo - Centar,295800.0
1526,used,3 bedroom,98.0,agency,Sarajevo - Centar,382500.0
1527,new,5+ bedroom,152.0,agency,Sarajevo - Novo Sarajevo,364956.0
1528,used,3 bedroom,76.0,agency,Sarajevo - Centar,193800.0
1529,used,5+ bedroom,137.0,agency,Sarajevo - Centar,382500.0
1530,used,5+ bedroom,124.0,agency,Sarajevo - Centar,347820.0
1531,not listed,2 bedroom,52.0,individual,Zenica,91800.0
1532,new,3 bedroom,79.0,agency,Banja Luka,211894.0
1533,not listed,2 bedroom,40.0,agency,Banja Luka,71400.0
1534,used,4 bedroom,92.0,agency,Banja Luka,285600.0
1535,not listed,2 bedroom,47.0,agency,Banja Luka,107100.0
1536,used,3 bedroom,62.0,agency,Banja Luka,123695.0
1537,not listed,3 bedroom,71.0,agency,Banja Luka,179010.0
1538,used,4 bedroom,126.0,agency,Banja Luka,205530.0
1539,not listed,5+ bedroom,202.0,agency,Banja Luka,306000.0
1540,used,3 bedroom,52.0,agency,Sarajevo - Novo Sarajevo,124950.0
1541,used,3 bedroom,85.0,agency,Sarajevo - Novo Sarajevo,219300.0
1542,used,2 bedroom,50.0,agency,Ilidža,111690.0
1543,not listed,2 bedroom,72.0,individual,Sarajevo - Novi Grad,111690.0
1544,used,2 bedroom,55.0,agency,Prijedor,76500.0
1545,not listed,2 bedroom,78.18,individual,Cazin,119850.0
1546,used,2 bedroom,62.0,individual,Banja Luka,127500.0
1547,used,4 bedroom,107.0,agency,Sarajevo - Centar,229500.0
1548,used,2 bedroom,47.5,agency,Ilidža,147900.0
1549,used,2 bedroom,53.0,agency,Sarajevo - Centar,139230.0
1550,used,3 bedroom,70.0,agency,Istočno Sarajevo,117810.0
1551,used,4 bedroom,90.0,agency,Sarajevo - Novo Sarajevo,181050.0
1552,used,2 bedroom,53.08,agency,Istočna Ilidža,58650.0
1553,used,3 bedroom,102.0,agency,Istočno Sarajevo,124950.0
1554,used,3 bedroom,80.83,agency,Tuzla,168521.0
1555,used,3 bedroom,78.0,agency,Lukavac,91290.0
1556,used,2 bedroom,52.0,agency,Lukavac,57120.0
1557,used,1 bedroom,35.0,agency,Lukavac,48450.0
1558,used,2 bedroom,72.0,agency,Lukavac,86190.0
1559,used,1 bedroom,42.0,agency,Banja Luka,79050.0
1560,used,3 bedroom,66.0,agency,Banja Luka,112200.0
1561,used,4 bedroom,74.0,agency,Banja Luka,135864.0
1562,used,4 bedroom,80.0,agency,Tuzla,168367.0
1563,used,studio,28.0,agency,Ilidža,79050.0
1564,used,2 bedroom,48.0,individual,Ilidža,204000.0
1565,used,3 bedroom,63.0,agency,Ilidža,140250.0
1566,not listed,studio,25.5,individual,Zvornik,38505.0
1567,used,2 bedroom,56.0,individual,Sarajevo - Centar,102000.0
1568,not listed,2 bedroom,44.0,agency,Banja Luka,72885.0
